"user_id","date_of_first_purchase","purchased_lifetime","chapters_read_first_5_days","searches_first_5_days","questions_answered_first_5_days","created_at","market","md_do","university_id","device_type","marketing_source","class"
am_188260,,false,13,0,257,"2019-03-16",RoW,,50,desktop,university,
am_188261,,false,1,0,0,"2019-03-16",RoW,,18,,facebook,
am_188262,,false,10,1,56,"2019-03-16",RoW,,336,desktop,,"4th year"
am_188263,,false,0,0,0,"2019-03-16",RoW,,2109,mobile,conference,"4th year"
am_188264,,false,1,2,0,"2019-03-16",RoW,,1033,desktop,google,"6th year"
am_188265,"2019-05-01",false,299,64,3,"2019-03-16",RoW,,346,mobile,advertisement,"5th year"
am_188266,,false,0,0,0,"2019-03-16",RoW,,2109,mobile,conference,"4th year"
am_188267,,false,0,0,0,"2019-03-16",RoW,,3001,,,"2nd year"
am_188268,,false,21,6,0,"2019-03-16",RoW,,2109,desktop,,"4th year"
am_188269,,false,4,5,0,"2019-03-16",RoW,,2528,desktop,focus_group,"5th year"
am_188270,,false,1,3,0,"2019-03-16",RoW,,653,desktop,google,"2nd year"
am_188271,,false,0,0,6,"2019-03-16",RoW,,1373,desktop,friends,"6th year"
am_188272,"2019-04-29",false,13,1,40,"2019-03-16",RoW,,2115,desktop,ambassador,"5th year"
am_188273,,false,7,0,0,"2019-03-16",RoW,,2039,,advertisement,"5th year"
am_188274,,false,1,0,4,"2019-03-16",RoW,,2109,mobile,conference,"4th year"
am_188276,,false,4,0,160,"2019-03-16",RoW,,3042,desktop,facebook,
am_188278,,false,2,1,0,"2019-03-16",RoW,,2420,desktop,,"3rd year"
am_188279,,false,0,0,0,"2019-03-16",RoW,,2109,mobile,conference,"4th year"
am_188281,,false,0,0,0,"2019-03-16",RoW,,2108,mobile,conference,"4th year"
am_188282,,false,14,12,0,"2019-03-16",RoW,,2,,students_work,
am_188285,,false,0,0,0,"2019-03-16",RoW,,1092,mobile,other_online_advertisement,
am_188287,,false,0,0,0,"2019-03-16",RoW,,50,mobile,friends,
am_188288,,false,3,0,0,"2019-03-16",RoW,,1342,desktop,press_online,"5th year"
am_188290,,false,7,4,6,"2019-03-16",RoW,,50,desktop,other,
am_188291,,false,5,3,1,"2019-03-16",RoW,,900,desktop,,"1st year"
am_188292,,false,1,3,0,"2019-03-16",RoW,,2109,desktop,conference,"4th year"
am_188293,,false,3,0,0,"2019-03-16",RoW,,50,desktop,friends,"5th year"
am_188294,,false,0,0,1,"2019-03-16",RoW,,799,desktop,,"4th year"
am_188298,,false,0,0,8,"2019-03-17",RoW,,50,desktop,google,
am_188299,,false,4,6,0,"2019-03-17",RoW,,1700,desktop,,"2nd year"
am_188302,,false,8,2,25,"2019-03-17",RoW,,3102,,friends,"4th year"
am_188303,,false,5,3,0,"2019-03-17",RoW,,2495,,friends,"5th year"
am_188304,,false,0,0,0,"2019-03-17",RoW,,2109,desktop,conference,"1st year"
am_188305,,false,1,0,14,"2019-03-17",RoW,,889,desktop,,"1st year"
am_188306,,false,0,2,0,"2019-03-17",RoW,,2243,tablet,google,"6th year"
am_188307,,false,1,0,77,"2019-03-17",RoW,,1941,desktop,friends,"5th year"
am_188308,,false,1,0,24,"2019-03-17",RoW,,50,desktop,friends,"5th year"
am_188309,,false,0,0,2,"2019-03-17",RoW,,391,mobile,,"4th year"
am_188310,,false,0,0,4,"2019-03-17",RoW,,1941,mobile,advertisement,"6th year"
am_188311,"2019-03-26",false,4,4,56,"2019-03-17",RoW,,1581,desktop,,"5th year"
am_188312,,false,1,0,0,"2019-03-17",RoW,,1581,mobile,focus_group,"3rd year"
am_188313,,false,0,0,0,"2019-03-17",RoW,,1580,mobile,conference,"5th year"
am_188314,,false,0,2,0,"2019-03-17",RoW,,50,desktop,press_online,
am_188315,,false,1,0,0,"2019-03-17",RoW,,1083,,instagram,"5th year"
am_188316,,false,4,0,0,"2019-03-17",RoW,,434,,,"1st year"
am_188319,"2019-11-22",false,2,0,0,"2019-03-17",RoW,,2109,desktop,ambassador,"5th year"
am_188321,,false,9,0,0,"2019-03-17",RoW,,1581,,facebook,"6th year"
am_188322,,false,0,0,11,"2019-03-17",RoW,,1299,desktop,advertisement,"3rd year"
am_188323,,false,0,0,0,"2019-03-17",RoW,,2109,mobile,conference,"4th year"
am_188324,,false,4,2,0,"2019-03-17",RoW,,2540,mobile,friends,"6th year"
am_188326,,false,0,0,0,"2019-03-17",RoW,,2109,desktop,conference,"3rd year"
am_188328,,false,0,0,0,"2019-03-17",RoW,,3034,,app_store,"5th year"
am_188329,,false,3,4,0,"2019-03-17",RoW,,56,desktop,google,"3rd year"
am_188330,,false,0,0,0,"2019-03-17",RoW,,1352,mobile,friends,"4th year"
am_188331,,false,0,0,0,"2019-03-17",RoW,,2109,mobile,conference,"4th year"
am_188332,,false,0,0,0,"2019-03-17",RoW,,50,mobile,youtube,
am_188334,,false,59,52,87,"2019-03-17",RoW,,2105,desktop,ambassador,"6th year"
am_188335,,false,1,0,135,"2019-03-17",RoW,,2109,desktop,,"5th year"
am_188336,,false,6,0,1,"2019-03-17",RoW,,3187,desktop,instagram,"5th year"
am_188337,,false,3,1,1,"2019-03-17",RoW,,50,desktop,other_online_advertisement,"2nd year"
am_188338,,false,7,0,160,"2019-03-17",RoW,,2122,desktop,facebook,"2nd year"
am_188339,,false,3,1,0,"2019-03-17",RoW,,2501,,friends,"5th year"
am_188342,,false,11,0,0,"2019-03-17",RoW,,2521,,app_store,"3rd year"
am_188343,,false,0,0,0,"2019-03-17",RoW,,2109,desktop,ambassador,"3rd year"
am_188344,,false,1,0,0,"2019-03-17",RoW,,2526,,,"1st year"
am_188345,,false,0,0,0,"2019-03-17",RoW,,2109,desktop,conference,"4th year"
am_188346,,false,0,0,160,"2019-03-17",RoW,,50,desktop,facebook,"5th year"
am_188348,,false,8,22,0,"2019-03-18",RoW,,50,,,"1st year"
am_188349,,false,0,0,0,"2019-03-18",RoW,,2112,,google,"4th year"
am_188350,"2019-04-06",false,48,41,0,"2019-03-18",RoW,,347,desktop,friends,"4th year"
am_188352,,false,0,0,1,"2019-03-18",RoW,,373,mobile,google,"6th year"
am_188354,,false,0,0,25,"2019-03-18",RoW,,2360,mobile,facebook,"6th year"
am_188355,,false,0,0,1,"2019-03-18",RoW,,349,desktop,friends,"6th year"
am_188356,,false,27,2,0,"2019-03-18",RoW,,2510,,advertisement,
am_188357,,false,0,0,0,"2019-03-18",RoW,,50,mobile,,
am_188358,,false,0,1,0,"2019-03-18",RoW,,2509,mobile,friends,"6th year"
am_188359,"2019-09-18",false,0,0,0,"2019-03-18",RoW,,716,,,"3rd year"
am_188360,"2019-03-23",false,29,16,4,"2019-03-18",RoW,,50,,friends,
am_188361,,false,6,5,0,"2019-03-18",RoW,,50,desktop,friends,"5th year"
am_188362,,false,0,0,0,"2019-03-18",RoW,,1269,mobile,,"6th year"
am_188363,,false,99,10,0,"2019-03-18",RoW,,2202,desktop,friends,"6th year"
am_188364,,false,1,4,0,"2019-03-18",RoW,,50,desktop,other,
am_188365,,false,6,6,0,"2019-03-18",RoW,,26,,,
am_188368,,false,0,0,0,"2019-03-18",RoW,,2509,mobile,other_online_advertisement,"2nd year"
am_188372,,false,28,35,0,"2019-03-18",RoW,,618,desktop,,"6th year"
am_188373,,false,86,6,0,"2019-03-18",RoW,,1697,desktop,ambassador,"5th year"
am_188374,,false,1,0,0,"2019-03-18",RoW,,2241,desktop,advertisement,"1st year"
am_188375,,false,47,12,110,"2019-03-18",RoW,,1582,desktop,youtube,
am_188376,,false,0,0,0,"2019-03-18",RoW,,46,,library,
am_188379,,false,275,61,0,"2019-03-18",RoW,,1918,,app_store,
am_188385,,false,22,0,30,"2019-03-18",RoW,,1095,,,"6th year"
am_188386,,false,1,2,0,"2019-03-18",RoW,,1580,desktop,friends,"3rd year"
am_188387,,false,0,0,0,"2019-03-18",RoW,,18,mobile,,"4th year"
am_188388,"2019-10-22",false,96,15,0,"2019-03-18",RoW,,206,,google,"4th year"
am_188389,,false,4,0,1,"2019-03-18",RoW,,1581,desktop,friends,"2nd year"
am_188390,,false,11,10,0,"2019-03-18",RoW,,50,tablet,university,
am_188394,"2019-03-31",false,7,0,0,"2019-03-19",RoW,,2101,desktop,facebook,"4th year"
am_188395,,false,0,0,6,"2019-03-19",RoW,,1056,desktop,app_store,"2nd year"
am_188397,,false,12,16,0,"2019-03-19",RoW,,343,desktop,friends,"6th year"
am_188398,,false,69,1,86,"2019-03-19",RoW,,343,desktop,facebook,"4th year"
am_188401,,false,7,14,0,"2019-03-19",RoW,,208,desktop,university,"3rd year"
am_188402,,false,0,0,0,"2019-03-19",RoW,,2505,,,
am_188403,,false,1,2,0,"2019-03-19",RoW,,1674,mobile,instagram,"3rd year"
am_188404,,false,0,0,0,"2019-03-19",RoW,,2534,mobile,google,"4th year"
am_188405,,false,9,0,0,"2019-03-19",RoW,,3123,,friends,"5th year"
am_188406,,false,1,0,1,"2019-03-19",RoW,,1666,desktop,ambassador,"3rd year"
am_188407,,false,0,0,0,"2019-03-19",RoW,,50,mobile,press_online,
am_188408,,false,0,0,0,"2019-03-19",RoW,,50,mobile,,"4th year"
am_188409,,false,1,1,0,"2019-03-19",RoW,,2882,mobile,advertisement,"4th year"
am_188413,,false,0,0,0,"2019-03-19",RoW,,1582,mobile,advertisement,"2nd year"
am_188416,,false,1,0,14,"2019-03-19",RoW,,2392,tablet,,"3rd year"
am_188418,,false,20,0,2,"2019-03-19",RoW,,1333,mobile,press_online,"5th year"
am_188420,,false,17,0,108,"2019-03-19",RoW,,2578,desktop,,"4th year"
am_188426,,false,5,0,0,"2019-03-19",RoW,,891,desktop,google,"6th year"
am_188427,,false,0,0,0,"2019-03-19",RoW,,50,,advertisement,"6th year"
am_188430,,false,0,0,0,"2019-03-19",RoW,,1212,mobile,press_online,"4th year"
am_188432,,false,17,0,0,"2019-03-19",RoW,,1582,,conference,"4th year"
am_188433,"2019-03-19",false,7,2,0,"2019-03-19",RoW,,2551,desktop,,"2nd year"
am_188434,,false,2,5,0,"2019-03-19",RoW,,1663,desktop,,"4th year"
am_188436,,false,0,1,0,"2019-03-19",RoW,,208,mobile,ambassador,"4th year"
am_188439,,false,1,0,0,"2019-03-19",RoW,,208,desktop,press_online,"2nd year"
am_188444,,false,2,0,0,"2019-03-20",RoW,,1843,mobile,other_online_advertisement,"3rd year"
am_188445,,false,9,22,0,"2019-03-20",RoW,,1810,desktop,facebook,"5th year"
am_188447,,false,1,3,0,"2019-03-20",RoW,,2168,,conference,"5th year"
am_188448,,false,0,0,2,"2019-03-20",RoW,,1145,,app_store,"2nd year"
am_188449,,false,1,2,0,"2019-03-20",RoW,,983,,google,"1st year"
am_188450,,false,0,0,0,"2019-03-20",RoW,,208,,friends,"6th year"
am_188451,,false,40,3,0,"2019-03-20",RoW,,1050,,friends,"5th year"
am_188452,,false,0,0,49,"2019-03-20",RoW,,50,desktop,other_online_advertisement,"1st year"
am_188453,,false,111,26,0,"2019-03-20",RoW,,1079,desktop,,"6th year"
am_188455,,false,0,0,0,"2019-03-20",RoW,,50,,friends,
am_188458,,false,0,0,0,"2019-03-20",RoW,,1937,mobile,youtube,"1st year"
am_188460,,false,0,0,0,"2019-03-20",RoW,,1480,desktop,conference,"5th year"
am_188461,,false,4,0,0,"2019-03-20",RoW,,3102,desktop,other,"5th year"
am_188462,,false,0,0,0,"2019-03-20",RoW,,1227,mobile,press_online,"2nd year"
am_188463,,false,85,18,0,"2019-03-20",RoW,,1425,,app_store,"3rd year"
am_188466,,false,0,2,0,"2019-03-20",RoW,,2073,,,"4th year"
am_188468,,false,0,0,0,"2019-03-20",RoW,,50,mobile,app_store,
am_188470,,false,59,0,0,"2019-03-20",RoW,,1700,mobile,friends,"3rd year"
am_188473,,false,1,0,0,"2019-03-20",RoW,,2393,desktop,conference,"3rd year"
am_188475,,false,1,0,4,"2019-03-20",RoW,,2160,desktop,friends,"5th year"
am_188480,,false,0,0,16,"2019-03-20",RoW,,3223,desktop,university,"3rd year"
am_188483,,false,74,17,0,"2019-03-20",RoW,,2143,mobile,instagram,"3rd year"
am_188484,,false,0,0,0,"2019-03-20",RoW,,815,mobile,,"5th year"
am_188495,,false,0,0,13,"2019-03-20",RoW,,50,desktop,friends,"2nd year"
am_188501,,false,32,6,3,"2019-03-21",RoW,,2109,,friends,"5th year"
am_188503,,false,1,1,0,"2019-03-21",RoW,,2113,desktop,facebook,"4th year"
am_188504,,false,0,0,0,"2019-03-21",RoW,,735,,friends,"6th year"
am_188507,,false,13,5,4,"2019-03-21",RoW,,2079,,friends,"4th year"
am_188509,,false,3,6,0,"2019-03-21",RoW,,342,desktop,press_online,"5th year"
am_188511,,false,5,5,0,"2019-03-21",RoW,,50,mobile,press_online,
am_188512,,false,2,0,0,"2019-03-21",RoW,,1049,,,"6th year"
am_188513,,false,28,17,0,"2019-03-21",RoW,,337,desktop,other_online_advertisement,"3rd year"
am_188514,,false,22,11,0,"2019-03-21",RoW,,335,desktop,advertisement,"4th year"
am_188515,"2019-03-20",false,5,0,45,"2019-03-21",RoW,,329,desktop,google,"6th year"
am_188517,,false,0,0,0,"2019-03-21",RoW,,2907,mobile,friends,"2nd year"
am_188518,,false,0,0,0,"2019-03-21",RoW,,639,desktop,facebook,"6th year"
am_188521,,false,0,0,0,"2019-03-21",RoW,,50,desktop,,
am_188522,"2019-04-20",false,0,0,0,"2019-03-21",RoW,,2120,tablet,google,"4th year"
am_188523,,false,2,0,156,"2019-03-21",RoW,,639,desktop,friends,"6th year"
am_188524,,false,0,0,0,"2019-03-21",RoW,,935,tablet,press_online,"4th year"
am_188527,,false,0,0,0,"2019-03-21",RoW,,1078,desktop,other,"1st year"
am_188531,,false,0,0,3,"2019-03-21",RoW,,2171,mobile,press_online,"4th year"
am_188541,"2019-03-21",false,0,0,0,"2019-03-22",RoW,,329,desktop,facebook,"3rd year"
am_188545,,false,2,0,0,"2019-03-22",RoW,,50,desktop,,
am_188546,,false,2,4,0,"2019-03-22",RoW,,858,desktop,google,"1st year"
am_188547,"2019-05-13",false,27,0,0,"2019-03-22",RoW,,1864,,friends,"5th year"
am_188548,,false,0,0,1,"2019-03-22",RoW,,2579,mobile,facebook,"6th year"
am_188549,,false,0,0,0,"2019-03-22",RoW,,1580,mobile,advertisement,"2nd year"
am_188550,,false,1,3,0,"2019-03-22",RoW,,45,desktop,,"5th year"
am_188551,,false,1,1,1,"2019-03-22",RoW,,1367,mobile,,"1st year"
am_188552,,false,20,0,4,"2019-03-22",RoW,,1220,mobile,conference,"3rd year"
am_188553,,false,6,4,0,"2019-03-22",RoW,,2230,desktop,other,"4th year"
am_188554,,false,12,2,41,"2019-03-22",RoW,,2577,,ambassador,"2nd year"
am_188555,,false,2,0,0,"2019-03-22",RoW,,946,mobile,other_online_advertisement,"2nd year"
am_188556,,false,18,50,0,"2019-03-22",RoW,,3241,desktop,friends,"3rd year"
am_188557,,false,6,0,597,"2019-03-22",RoW,,50,desktop,facebook,"4th year"
am_188558,,false,3,1,0,"2019-03-22",RoW,,50,desktop,google,
am_188559,,false,0,0,0,"2019-03-22",RoW,,2874,mobile,friends,"6th year"
am_188560,,false,0,0,0,"2019-03-22",RoW,,1202,mobile,facebook,"5th year"
am_188561,,false,0,0,0,"2019-03-22",RoW,,50,desktop,,
am_188563,,false,10,0,279,"2019-03-22",RoW,,943,desktop,instagram,"6th year"
am_188564,,false,0,0,0,"2019-03-22",RoW,,2336,mobile,friends,"5th year"
am_188565,,false,0,0,1,"2019-03-22",RoW,,950,desktop,other_online_advertisement,"5th year"
am_188567,,false,4,4,0,"2019-03-22",RoW,,2538,desktop,friends,"3rd year"
am_188568,,false,20,20,23,"2019-03-22",RoW,,50,desktop,,"2nd year"
am_188574,,false,0,0,2,"2019-03-22",RoW,,840,mobile,app_store,"2nd year"
am_188575,,false,65,0,1,"2019-03-22",RoW,,1105,desktop,,"5th year"
am_188580,,false,2,0,13,"2019-03-22",RoW,,1582,desktop,friends,"5th year"
am_188582,,false,4,2,41,"2019-03-22",RoW,,50,desktop,advertisement,
am_188585,,false,0,0,0,"2019-03-22",RoW,,50,,app_store,
am_188590,,false,3,5,0,"2019-03-23",RoW,,329,desktop,facebook,"6th year"
am_188591,,false,0,0,0,"2019-03-23",RoW,,639,desktop,friends,"6th year"
am_188592,,false,0,0,0,"2019-03-23",RoW,,2341,mobile,press_online,"3rd year"
am_188593,"2019-03-23",false,25,20,0,"2019-03-23",RoW,,329,desktop,friends,"5th year"
am_188594,,false,0,0,0,"2019-03-23",RoW,,2276,mobile,youtube,"2nd year"
am_188595,,false,5,0,0,"2019-03-23",RoW,,437,,conference,"5th year"
am_188596,,false,0,0,0,"2019-03-23",RoW,,2237,desktop,facebook,"6th year"
am_188597,,false,10,9,0,"2019-03-23",RoW,,2899,desktop,other,"6th year"
am_188598,,false,0,0,0,"2019-03-23",RoW,,970,mobile,facebook,"3rd year"
am_188600,,false,0,0,0,"2019-03-23",RoW,,1848,,advertisement,"4th year"
am_188602,"2020-02-11",false,12,15,0,"2019-03-23",RoW,,3226,desktop,press_online,"4th year"
am_188603,"2019-05-09",false,58,15,4,"2019-03-23",RoW,,347,desktop,friends,"6th year"
am_188604,,false,0,0,0,"2019-03-23",RoW,,1596,mobile,google,"5th year"
am_188605,,false,2,1,0,"2019-03-23",RoW,,50,,student_committee,
am_188607,,false,1,1,0,"2019-03-23",RoW,,208,desktop,friends,"2nd year"
am_188608,,false,12,13,1,"2019-03-23",RoW,,616,desktop,university,"1st year"
am_188615,,false,0,0,0,"2019-03-23",RoW,,1097,mobile,instagram,"6th year"
am_188616,,false,16,0,20,"2019-03-23",RoW,,2029,,app_store,"2nd year"
am_188622,,false,18,24,0,"2019-03-23",RoW,,2523,desktop,conference,"1st year"
am_188623,,false,3,0,0,"2019-03-23",RoW,,50,mobile,google,
am_188624,,false,0,0,0,"2019-03-23",RoW,,479,mobile,conference,"2nd year"
am_188625,,false,0,0,0,"2019-03-23",RoW,,3177,mobile,facebook,"6th year"
am_188626,,false,0,0,0,"2019-03-23",RoW,,1697,desktop,instagram,"6th year"
am_188627,,false,1,1,0,"2019-03-23",RoW,,50,desktop,friends,"2nd year"
am_188630,,false,11,0,0,"2019-03-24",RoW,,50,desktop,,"4th year"
am_188631,,false,91,28,0,"2019-03-24",RoW,,2014,,,"5th year"
am_188632,,false,0,0,20,"2019-03-24",RoW,,1691,desktop,,"5th year"
am_188636,"2019-07-19",false,2,0,54,"2019-03-24",RoW,,329,desktop,friends,"5th year"
am_188637,,false,20,0,0,"2019-03-24",RoW,,2,mobile,press_online,"4th year"
am_188639,,false,1,0,3,"2019-03-24",RoW,,2107,,ambassador,"6th year"
am_188640,,false,1,0,31,"2019-03-24",RoW,,2258,desktop,app_store,"2nd year"
am_188645,,false,8,0,0,"2019-03-24",RoW,,53,,friends,"3rd year"
am_188646,,false,0,0,0,"2019-03-24",RoW,,50,desktop,press_online,
am_188653,,false,239,8,0,"2019-03-24",RoW,,1028,,advertisement,"3rd year"
am_188655,,false,0,0,0,"2019-03-24",RoW,,50,mobile,,
am_188659,,false,14,14,0,"2019-03-24",RoW,,3187,,friends,"3rd year"
am_188660,,false,0,0,0,"2019-03-25",RoW,,1687,mobile,,"3rd year"
am_188661,,false,1,0,0,"2019-03-25",RoW,,50,desktop,conference,
am_188662,,false,0,0,0,"2019-03-25",RoW,,208,desktop,,"1st year"
am_188664,,false,13,0,840,"2019-03-25",RoW,,50,desktop,friends,"5th year"
am_188665,,false,9,5,0,"2019-03-25",RoW,,618,,friends,"4th year"
am_188666,,false,0,0,0,"2019-03-25",RoW,,1649,mobile,advertisement,"2nd year"
am_188667,,false,2,5,0,"2019-03-25",RoW,,334,desktop,other,"3rd year"
am_188668,,false,6,0,0,"2019-03-25",RoW,,50,mobile,friends,"5th year"
am_188669,,false,1,2,0,"2019-03-25",RoW,,1696,desktop,google,"6th year"
am_188670,,false,4,0,0,"2019-03-25",RoW,,348,,friends,"3rd year"
am_188671,"2019-04-04",false,1,0,0,"2019-03-25",RoW,,2100,mobile,focus_group,"5th year"
am_188672,,false,0,0,0,"2019-03-25",RoW,,1700,,ambassador,"3rd year"
am_188673,,false,6,10,0,"2019-03-25",RoW,,50,mobile,other,
am_188674,,false,0,0,0,"2019-03-25",RoW,,1249,mobile,press_online,"5th year"
am_188675,,false,2,2,0,"2019-03-25",RoW,,2119,tablet,,"5th year"
am_188676,,false,0,0,0,"2019-03-25",RoW,,3241,,friends,
am_188680,,false,4,0,2,"2019-03-25",RoW,,3211,desktop,,"4th year"
am_188682,,false,0,0,0,"2019-03-25",RoW,,50,mobile,conference,
am_188684,,false,0,0,0,"2019-03-25",RoW,,1446,desktop,press_online,"5th year"
am_188686,,false,0,0,2,"2019-03-25",RoW,,1688,desktop,,"1st year"
am_188687,,false,0,0,0,"2019-03-25",RoW,,50,mobile,university,
am_188689,,false,0,0,0,"2019-03-25",RoW,,1446,desktop,ambassador,"4th year"
am_188690,"2019-04-09",false,19,6,2,"2019-03-25",RoW,,2528,desktop,friends,"2nd year"
am_188693,,false,0,0,19,"2019-03-25",RoW,,1067,mobile,advertisement,"1st year"
am_188694,,false,1,1,0,"2019-03-25",RoW,,2234,desktop,,"4th year"
am_188696,,false,0,0,0,"2019-03-25",RoW,,26,,friends,
am_188698,,false,0,0,0,"2019-03-25",RoW,,50,desktop,google,
am_188699,,false,26,0,2,"2019-03-25",RoW,,50,desktop,friends,"5th year"
am_188704,,false,0,0,0,"2019-03-25",RoW,,2110,tablet,facebook,
am_188705,,false,0,0,0,"2019-03-25",RoW,,984,,facebook,"6th year"
am_188710,,false,8,0,1,"2019-03-26",RoW,,345,desktop,friends,"4th year"
am_188711,,false,2,8,0,"2019-03-26",RoW,,2857,desktop,,"4th year"
am_188714,,false,10,0,0,"2019-03-26",RoW,,338,desktop,friends,"5th year"
am_188715,"2019-06-28",true,5,0,0,"2019-03-26",RoW,,1700,tablet,friends,"2nd year"
am_188717,,false,0,0,0,"2019-03-26",RoW,,3187,tablet,instagram,"5th year"
am_188718,,false,1,0,13,"2019-03-26",RoW,,1891,mobile,google,"6th year"
am_188719,,false,0,0,0,"2019-03-26",RoW,,50,mobile,advertisement,
am_188720,,false,0,0,0,"2019-03-26",RoW,,50,desktop,google,"2nd year"
am_188721,,false,4,0,1,"2019-03-26",RoW,,2366,desktop,google,"2nd year"
am_188722,,false,18,23,0,"2019-03-26",RoW,,1693,desktop,instagram,"5th year"
am_188723,,false,0,0,0,"2019-03-26",RoW,,50,,,"3rd year"
am_188724,,false,5,1,0,"2019-03-26",RoW,,616,,friends,
am_188725,,false,9,5,0,"2019-03-26",RoW,,50,tablet,instagram,
am_188726,,false,5,6,0,"2019-03-26",RoW,,339,desktop,conference,"3rd year"
am_188727,,false,44,7,6,"2019-03-26",RoW,,2495,mobile,other_online_advertisement,"2nd year"
am_188728,,false,0,0,0,"2019-03-26",RoW,,50,,friends,
am_188729,,false,1,0,10,"2019-03-26",RoW,,345,desktop,friends,"5th year"
am_188731,,false,0,0,0,"2019-03-26",RoW,,2505,desktop,youtube,"1st year"
am_188732,,false,1,1,0,"2019-03-26",RoW,,2543,desktop,,"4th year"
am_188733,,false,0,0,0,"2019-03-26",RoW,,2546,mobile,ambassador,"4th year"
am_188734,,false,0,0,0,"2019-03-26",RoW,,2385,desktop,youtube,"5th year"
am_188735,,false,0,0,1,"2019-03-26",RoW,,2164,desktop,,"2nd year"
am_188740,,false,20,1,27,"2019-03-26",RoW,,639,desktop,advertisement,"5th year"
am_188742,,false,4,0,0,"2019-03-26",RoW,,938,desktop,facebook,"2nd year"
am_188743,,false,5,7,0,"2019-03-26",RoW,,2252,mobile,other_online_advertisement,"4th year"
am_188745,,false,2,0,74,"2019-03-26",RoW,,435,desktop,friends,"6th year"
am_188747,,false,0,0,0,"2019-03-26",RoW,,3187,mobile,,"5th year"
am_188748,,false,0,0,15,"2019-03-26",RoW,,3187,mobile,friends,"2nd year"
am_188754,,false,0,0,0,"2019-03-26",RoW,,1705,desktop,press_online,
am_188763,,false,0,0,0,"2019-03-26",RoW,,329,desktop,ambassador,"5th year"
am_188766,,false,1,2,0,"2019-03-26",RoW,,50,mobile,friends,
am_188767,,false,1,0,3,"2019-03-26",RoW,,1300,,other_online_advertisement,"6th year"
am_188769,,false,2,1,0,"2019-03-26",RoW,,644,desktop,google,"5th year"
am_188770,,false,11,0,0,"2019-03-27",RoW,,1218,mobile,advertisement,"6th year"
am_188773,,false,2,0,0,"2019-03-27",RoW,,1843,mobile,google,"4th year"
am_188779,,false,15,21,0,"2019-03-27",RoW,,1141,mobile,,"6th year"
am_188781,,false,5,0,1,"2019-03-27",RoW,,639,desktop,friends,"6th year"
am_188782,,false,20,7,19,"2019-03-27",RoW,,347,desktop,google,"3rd year"
am_188783,,false,0,0,0,"2019-03-27",RoW,,50,desktop,other,
am_188784,"2019-10-21",false,2,2,0,"2019-03-27",RoW,,3187,desktop,,"5th year"
am_188785,,false,0,2,0,"2019-03-27",RoW,,757,,instagram,"4th year"
am_188786,,false,7,3,0,"2019-03-27",RoW,,343,desktop,ambassador,"4th year"
am_188787,,false,3,8,0,"2019-03-27",RoW,,50,mobile,google,"5th year"
am_188788,,false,0,0,0,"2019-03-27",RoW,,1666,mobile,friends,"3rd year"
am_188789,"2019-11-04",false,2,1,0,"2019-03-27",RoW,,349,desktop,other,"6th year"
am_188790,,false,8,8,7,"2019-03-27",RoW,,334,desktop,friends,"5th year"
am_188791,,false,42,12,3,"2019-03-27",RoW,,1580,tablet,,"5th year"
am_188792,"2019-03-27",false,3,2,2,"2019-03-27",RoW,,1580,desktop,friends,
am_188794,,false,12,0,3,"2019-03-27",RoW,,50,desktop,advertisement,"3rd year"
am_188795,,false,0,0,0,"2019-03-27",RoW,,50,mobile,facebook,
am_188796,,false,31,0,22,"2019-03-27",RoW,,2579,desktop,friends,"3rd year"
am_188797,,false,12,0,2,"2019-03-27",RoW,,1688,mobile,advertisement,"5th year"
am_188799,,false,2,0,3,"2019-03-27",RoW,,1997,mobile,friends,"4th year"
am_188803,,false,0,0,0,"2019-03-27",RoW,,1067,mobile,advertisement,"6th year"
am_188806,,false,0,0,0,"2019-03-27",RoW,,903,desktop,friends,"6th year"
am_188807,,false,2,5,0,"2019-03-27",RoW,,50,desktop,friends,"4th year"
am_188808,,false,1,0,0,"2019-03-27",RoW,,2416,desktop,,"2nd year"
am_188809,,false,0,0,1,"2019-03-27",RoW,,1666,,friends,"4th year"
am_188810,,false,20,36,0,"2019-03-27",RoW,,969,desktop,friends,"5th year"
am_188812,,false,22,21,0,"2019-03-27",RoW,,2113,desktop,,"5th year"
am_188815,,false,50,4,0,"2019-03-27",RoW,,891,,focus_group,"6th year"
am_188816,,false,3,0,41,"2019-03-27",RoW,,2940,mobile,focus_group,"6th year"
am_188818,,false,0,0,0,"2019-03-27",RoW,,2237,desktop,facebook,"5th year"
am_188819,,false,15,27,0,"2019-03-27",RoW,,2110,desktop,university,"3rd year"
am_188822,,false,2,2,0,"2019-03-27",RoW,,867,desktop,friends,"1st year"
am_188823,,false,0,0,0,"2019-03-27",RoW,,3172,mobile,other_online_advertisement,"1st year"
am_188826,,false,0,0,9,"2019-03-27",RoW,,639,desktop,friends,"6th year"
am_188827,,false,5,7,0,"2019-03-27",RoW,,2105,tablet,youtube,"4th year"
am_188828,,false,5,0,0,"2019-03-27",RoW,,50,desktop,press_online,"4th year"
am_188829,,false,0,0,0,"2019-03-27",RoW,,2385,mobile,facebook,"5th year"
am_188830,,false,0,0,0,"2019-03-27",RoW,,648,desktop,friends,"5th year"
am_188831,,false,0,0,0,"2019-03-27",RoW,,2510,mobile,friends,"1st year"
am_188832,,false,0,0,0,"2019-03-27",RoW,,833,,google,
